Lat,Lon,Title,Cases,Deaths,County,State
37.5528602,-90.3748354,null,1,0,Madison County, Missouri
38.1738674,-91.949021,null,2,0,Maries County, Missouri
36.617812,-94.315422,null,3,0,McDonald County, Missouri
38.5827118,-92.5792482,null,4,0,Moniteau County, Missouri
38.9365599,-91.4821482,null,5,0,Montgomery County, Missouri
38.3661344,-92.8577105,null,1,0,Morgan County, Missouri
36.5227538,-89.7755338,null,2,0,New Madrid County, Missouri
36.9618494,-94.315422,null,6,0,Newton County, Missouri
40.2907281,-94.8105955,null,2,0,Nodaway County, Missouri
38.3853377,-91.9099238,null,3,0,Osage County, Missouri
36.2195399,-89.8130356,null,3,0,Pemiscot County, Missouri
37.723555,-89.7755338,null,28,0,Perry County, Missouri
38.6893153,-93.3388917,null,2,0,Pettis County, Missouri
37.8806538,-91.7538817,null,1,0,Phelps County, Missouri
39.3964742,-91.2891036,null,2,0,Pike County, Missouri
39.3475649,-94.7691586,null,17,0,Platte County, Missouri
37.8727481,-92.2236667,null,11,1,Pulaski County, Missouri
39.5582351,-91.5983959,null,1,0,Ralls County, Missouri
39.4182626,-92.4999918,null,7,0,Randolph County, Missouri
39.3354791,-93.9878427,null,4,0,Ray County, Missouri
37.378663,-90.9820668,null,2,0,Reynolds County, Missouri
36.6928452,-90.8294002,null,2,0,Ripley County, Missouri
39.1943564,-93.1779659,null,3,0,Saline County, Missouri
37.0394443,-89.6251646,null,10,0,Scott County, Missouri
39.8388716,-92.1057549,null,1,0,Shelby County, Missouri
38.7338885,-90.8294002,null,188,7,St. Charles County, Missouri
37.7652755,-90.4879916,null,17,0,St. Francois County, Missouri
38.6103023,-90.4125181,null,1033,14,St. Louis County, Missouri
38.6270025,-90.1994042,null,357,8,St. Louis city County, Missouri
37.8934532,-90.2244662,null,6,1,Ste. Genevieve County, Missouri
36.8680558,-89.9253233,null,7,0,Stoddard County, Missouri
36.7748882,-93.4599326,null,3,0,Stone County, Missouri
36.6576378,-93.0175712,null,7,0,Taney County, Missouri
37.9642529,-91.8318334,null,2,0,Unknown County, Missouri
38.7313284,-91.135302,null,9,0,Warren County, Missouri
37.3483339,-92.8577105,null,3,0,Webster County, Missouri
40.4730605,-94.315422,null,1,0,Worth County, Missouri
37.3555654,-92.539603,null,7,0,Wright County, Missouri
45.2135118,-113.1093046,null,1,0,Beaverhead County, Montana
46.2693726,-111.4519716,null,4,0,Broadwater County, Montana
45.2820195,-109.100255,null,2,0,Carbon County, Montana
47.4688355,-111.5453227,null,11,0,Cascade County, Montana
46.1095314,-113.0212247,null,3,0,Deer Lodge County, Montana
48.424152,-114.15315,null,31,0,Flathead County, Montana
45.5388865,-111.1194231,null,118,0,Gallatin County, Montana
48.5217475,-112.919665,null,1,0,Glacier County, Montana
48.7488096,-110.0350875,null,1,0,Hill County, Montana
46.1450553,-112.0752952,null,2,0,Jefferson County, Montana
47.671374,-114.1339242,null,5,0,Lake County, Montana
47.2963974,-112.4029787,null,15,0,Lewis and Clark County, Montana
48.4917189,-110.9704148,null,1,0,Liberty County, Montana
48.5880903,-115.6596528,null,7,1,Lincoln County, Montana
45.466729,-111.8865015,null,9,1,Madison County, Montana
46.620195,-110.8848271,null,1,0,Meagher County, Montana
47.0240503,-113.6869923,null,24,1,Missoula County, Montana
46.4218783,-108.4064758,null,1,0,Musselshell County, Montana
45.4788485,-110.6082522,null,6,0,Park County, Montana
46.0174639,-114.1817423,null,2,0,Ravalli County, Montana
48.2850231,-105.1099231,null,1,0,Roosevelt County, Montana
45.8804293,-112.5843056,null,11,0,Silver Bow County, Montana
48.6974247,-111.6408212,null,15,3,Toole County, Montana
45.7856577,-108.4343805,null,47,0,Yellowstone County, Montana
40.5596231,-98.5721016,null,15,0,Adams County, Nebraska
42.1902446,-98.0465185,null,1,0,Antelope County, Nebraska
40.8410218,-99.1013498,null,18,1,Buffalo County, Nebraska
40.8755529,-96.1526985,null,2,0,Cass County, Nebraska
42.474114,-101.1617356,null,1,0,Cherry County, Nebraska
41.2509264,-103.0817903,null,1,0,Cheyenne County, Nebraska
41.6268435,-97.0068393,null,3,0,Colfax County, Nebraska
41.9540153,-96.8350999,null,2,0,Cuming County, Nebraska
41.3491322,-99.7232673,null,1,1,Custer County, Nebraska
40.9427264,-99.8124935,null,1,0,Dawson County, Nebraska
41.6472611,-96.663812,null,7,0,Dodge County, Nebraska
41.3148116,-96.195132,null,173,4,Douglas County, Nebraska
40.1989041,-96.663812,null,9,1,Gage County, Nebraska
40.4604851,-99.8124935,null,1,0,Gosper County, Nebraska
40.8817333,-98.5721016,null,55,1,Hall County, Nebraska
40.919722,-98.0465185,null,6,0,Hamilton County, Nebraska
40.3808026,-96.3226072,null,1,0,Johnson County, Nebraska
40.5328331,-98.9245343,null,2,0,Kearney County, Nebraska
41.1856601,-103.6362715,null,9,0,Kimball County, Nebraska
42.6712397,-97.87216,null,2,0,Knox County, Nebraska
40.8471492,-96.663812,null,31,0,Lancaster County, Nebraska
40.9338037,-100.8000051,null,16,1,Lincoln County, Nebraska
41.5155698,-100.5296115,null,1,0,Logan County, Nebraska
41.9108264,-97.5247243,null,5,1,Madison County, Nebraska
41.2031926,-98.0028892,null,2,0,Merrick County, Nebraska
40.4074745,-95.8142885,null,1,0,Nemaha County, Nebraska
40.675971,-96.1102943,null,1,0,Otoe County, Nebraska
40.4903536,-99.456155,null,1,0,Phelps County, Nebraska
41.59406,-97.5247243,null,5,0,Platte County, Nebraska
41.0744042,-96.195132,null,33,0,Sarpy County, Nebraska
41.168563,-96.663812,null,4,0,Saunders County, Nebraska
41.8140936,-103.6362715,null,6,0,Scotts Bluff County, Nebraska
40.9078649,-97.0984646,null,1,0,Seward County, Nebraska
41.9329995,-97.179026,null,1,0,Stanton County, Nebraska
41.5541889,-96.195132,null,20,0,Washington County, Nebraska
40.7941448,-97.5247243,null,1,0,York County, Nebraska
39.1637984,-119.7674034,null,11,0,Carson City County, Nevada
36.0795613,-115.094045,null,1608,41,Clark County, Nevada
38.9265035,-119.6499162,null,7,0,Douglas County, Nevada
41.2220182,-115.2837585,null,7,1,Elko County, Nevada
41.5931459,-118.5500954,null,14,0,Humboldt County, Nevada
38.9524739,-119.1390642,null,4,0,Lyon County, Nevada
38.5807111,-116.0413889,null,7,0,Nye County, Nevada
38.8026097,-116.419389,null,32,12,Unknown County, Nevada
40.5608387,-119.6035495,null,281,4,Washoe County, Nevada
43.5024246,-71.4073938,null,18,0,Belknap County, New Hampshire
43.8128209,-71.2506067,null,19,0,Carroll County, New Hampshire
42.9259375,-72.236379,null,13,0,Cheshire County, New Hampshire
44.7288907,-71.2787267,null,1,0,Coos County, New Hampshire
43.9087929,-71.825994,null,41,0,Grafton County, New Hampshire
42.8334794,-71.6673352,null,272,7,Hillsborough County, New Hampshire
43.2844846,-71.6673352,null,52,0,Merrimack County, New Hampshire
42.9931261,-71.0497768,null,246,1,Rockingham County, New Hampshire
43.238329,-71.0236044,null,46,0,Strafford County, New Hampshire
43.3770392,-72.236379,null,6,1,Sullivan County, New Hampshire
39.5333379,-74.6868815,null,132,1,Atlantic County, New Jersey
40.9262762,-74.07701,null,6862,200,Bergen County, New Jersey
39.8558488,-74.6868815,null,646,11,Burlington County, New Jersey
39.8592439,-75.0143824,null,645,10,Camden County, New Jersey
39.105884,-74.8273184,null,85,3,Cape May County, New Jersey
39.2587106,-75.0611147,null,64,2,Cumberland County, New Jersey
40.7947466,-74.2648829,null,4493,186,Essex County, New Jersey
39.7103023,-75.1078332,null,279,3,Gloucester County, New Jersey
40.7453199,-74.0535126,null,4395,92,Hudson County, New Jersey
40.5669515,-74.9208772,null,211,2,Hunterdon County, New Jersey
40.3028533,-74.7337069,null,740,19,Mercer County, New Jersey
40.4111363,-74.3587473,null,3263,87,Middlesex County, New Jersey
40.2589455,-74.123996,null,2545,62,Monmouth County, New Jersey
40.8336038,-74.5463282,null,1956,60,Morris County, New Jersey
39.9652553,-74.3118212,null,2374,71,Ocean County, New Jersey
41.1231647,-74.3587473,null,3756,53,Passaic County, New Jersey
39.5848777,-75.3878525,null,29,2,Salem County, New Jersey
40.5292099,-74.6400432,null,902,31,Somerset County, New Jersey
41.1288481,-74.6868815,null,292,11,Sussex County, New Jersey
40.6595001,-74.2883536,null,3685,78,Union County, New Jersey
40.0583238,-74.4056612,null,3521,14,Unknown County, New Jersey
40.8841854,-74.9208772,null,215,7,Warren County, New Jersey
35.0177854,-106.6291304,null,262,7,Bernalillo County, New Mexico
34.1515173,-108.4276047,null,1,0,Catron County, New Mexico
33.4757392,-104.4723301,null,14,0,Chaves County, New Mexico
35.0947557,-107.8583868,null,14,0,Cibola County, New Mexico
34.5751567,-103.2663479,null,6,0,Curry County, New Mexico
32.485767,-106.7234639,null,30,0,Doña Ana County, New Mexico
32.4170622,-104.4723301,null,4,1,Eddy County, New Mexico
32.9690805,-108.2377519,null,3,0,Grant County, New Mexico
32.8968816,-103.3587288,null,2,0,Lea County, New Mexico
33.8853309,-105.4068079,null,1,0,Lincoln County, New Mexico
35.8496249,-106.3228338,null,2,0,Los Alamos County, New Mexico
35.7152472,-108.2377519,null,44,2,McKinley County, New Mexico
32.6341716,-105.5943388,null,3,0,Otero County, New Mexico
36.6162892,-106.7234639,null,6,0,Rio Arriba County, New Mexico
33.9538388,-103.3587288,null,1,0,Roosevelt County, New Mexico
36.3882439,-108.2377519,null,83,0,San Juan County, New Mexico
35.5117793,-104.8454619,null,1,0,San Miguel County, New Mexico
35.6020667,-106.7234639,null,114,2,Sandoval County, New Mexico
35.3653705,-105.9699878,null,64,0,Santa Fe County, New Mexico
33.8837087,-106.7234639,null,5,0,Socorro County, New Mexico
36.4358718,-105.5943388,null,13,0,Taos County, New Mexico
34.6784317,-105.9699878,null,6,0,Torrance County, New Mexico
34.6743674,-106.6291304,null,7,0,Valencia County, New Mexico
42.5756797,-73.9359821,null,319,9,Albany County, New York
42.3129816,-78.0195387,null,17,1,Allegany County, New York
40.8447819,-73.8648268,null,0,0,Bronx County, New York
42.1791865,-75.8533954,null,76,5,Broome County, New York
42.2318132,-78.7476208,null,15,0,Cattaraugus County, New York
42.7655231,-76.5488232,null,11,1,Cayuga County, New York
42.2312829,-79.560344,null,15,0,Chautauqua County, New York
42.1362071,-76.7798172,null,47,0,Chemung County, New York
42.4972314,-75.6208088,null,46,0,Chenango County, New York
44.7904203,-73.6005824,null,36,0,Clinton County, New York
42.3678759,-73.5594128,null,70,3,Columbia County, New York
42.5440918,-75.9927652,null,15,0,Cortland County, New York
42.2452081,-74.8741045,null,32,1,Delaware County, New York
41.7784372,-73.7477857,null,1189,12,Dutchess County, New York
42.9023958,-78.8661589,null,1163,30,Erie County, New York
44.0107408,-73.9507728,null,7,0,Essex County, New York
44.5926135,-74.3387798,null,10,0,Franklin County, New York
43.1118737,-74.4994517,null,9,0,Fulton County, New York
42.9837843,-78.1564432,null,23,1,Genesee County, New York
42.2957321,-74.123996,null,27,0,Greene County, New York
43.4764406,-74.4056612,null,2,0,Hamilton County, New York
43.1630587,-74.8741045,null,25,3,Herkimer County, New York
44.0607421,-75.9927652,null,33,0,Jefferson County, New York
40.6781784,-73.9441579,null,0,0,Kings County, New York
43.840112,-75.4344727,null,8,0,Lewis County, New York
42.7576923,-77.8367282,null,26,1,Livingston County, New York
42.9805975,-75.8069082,null,92,2,Madison County, New York
43.2841246,-77.7452081,null,574,23,Monroe County, New York
42.915521,-74.4525627,null,15,1,Montgomery County, New York
40.6546145,-73.5594128,null,15616,535,Nassau County, New York
40.7830603,-73.9712488,null,0,0,New York County, New York
40.7127753,-74.0059728,null,68776,2738,New York City County, New York
43.3119496,-78.7476208,null,130,0,Niagara County, New York
43.2371798,-75.4344727,null,100,2,Oneida County, New York
43.026819,-76.1783739,null,377,6,Onondaga County, New York
42.8509838,-77.2864879,null,39,0,Ontario County, New York
41.3911653,-74.3118212,null,3397,47,Orange County, New York
43.4088624,-78.2020387,null,13,0,Orleans County, New York
43.482533,-76.1783739,null,33,2,Oswego County, New York
42.5779779,-75.0611147,null,34,2,Otsego County, New York
41.4351069,-73.7948516,null,345,12,Putnam County, New York
40.7282239,-73.7948516,null,0,0,Queens County, New York
42.673664,-73.5594128,null,78,1,Rensselaer County, New York
40.5795317,-74.1502007,null,0,0,Richmond County, New York
41.1489458,-73.9830029,null,5703,76,Rockland County, New York
43.0324245,-73.9359821,null,153,1,Saratoga County, New York
42.8493445,-73.9830029,null,138,7,Schenectady County, New York
42.6550335,-74.4994517,null,11,0,Schoharie County, New York
42.3796425,-76.8720961,null,4,0,Schuyler County, New York
42.7651891,-76.8720961,null,9,0,Seneca County, New York
44.4473142,-74.930206,null,63,0,St. Lawrence County, New York
42.321027,-77.3783789,null,73,4,Steuben County, New York
40.9848784,-72.6151169,null,14473,237,Suffolk County, New York
41.6897493,-74.7805192,null,259,7,Sullivan County, New York
42.1256317,-76.3637285,null,9,0,Tioga County, New York
42.4575747,-76.5488232,null,98,0,Tompkins County, New York
41.8586493,-74.3118212,null,382,4,Ulster County, New York
40.7134361,-74.0043655,null,2091,728,Unknown County, New York
43.6078891,-73.7477857,null,26,1,Warren County, New York
43.2519472,-73.3708696,null,19,1,Washington County, New York
43.2020024,-77.010385,null,34,0,Wayne County, New York
41.1220194,-73.7948516,null,14293,253,Westchester County, New York
42.642052,-78.2020387,null,23,1,Wyoming County, New York
42.6430846,-77.1485163,null,2,0,Yates County, New York
36.0117388,-79.4253776,null,18,0,Alamance County, North Carolina
35.8974199,-81.2078164,null,2,0,Alexander County, North Carolina
36.4940839,-81.1196075,null,2,0,Alleghany County, North Carolina
34.9054732,-80.1875065,null,5,0,Anson County, North Carolina
36.4339674,-81.4718387,null,1,0,Ashe County, North Carolina
35.4613504,-76.9182097,null,8,0,Beaufort County, North Carolina
36.0245185,-76.964306,null,7,1,Bertie County, North Carolina
34.5882404,-78.5660852,null,1,0,Bladen County, North Carolina
34.0275398,-78.2020387,null,26,1,Brunswick County, North Carolina
35.5931377,-82.4752757,null,31,1,Buncombe County, North Carolina
35.7616931,-81.734942,null,25,1,Burke County, North Carolina
35.4168123,-80.5882803,null,76,2,Cabarrus County, North Carolina
35.9227448,-81.5596427,null,9,0,Caldwell County, North Carolina
34.9019263,-76.5488232,null,17,0,Carteret County, North Carolina
36.3860217,-79.2902133,null,2,0,Caswell County, North Carolina
35.6840748,-81.2518833,null,25,1,Catawba County, North Carolina
35.7211289,-79.17807,null,21,0,Chatham County, North Carolina
35.1134803,-84.059029,null,8,1,Cherokee County, North Carolina
36.1354131,-76.6181655,null,1,0,Chowan County, North Carolina
35.0964003,-83.7199136,null,3,0,Clay County, North Carolina
35.361354,-81.6035062,null,18,0,Cleveland County, North Carolina
34.2548658,-78.7476208,null,12,1,Columbus County, North Carolina
35.0877672,-77.0564464,null,17,0,Craven County, North Carolina
34.9542604,-78.7476208,null,45,0,Cumberland County, North Carolina
36.4189826,-75.946324,null,2,0,Currituck County, North Carolina
35.6549619,-75.6208088,null,3,0,Dare County, North Carolina
35.7748479,-80.1875065,null,63,0,Davidson County, North Carolina
35.9367033,-80.5882803,null,17,2,Davie County, North Carolina
34.8840095,-78.0195387,null,4,0,Duplin County, North Carolina
36.0221805,-78.9031279,null,191,1,Durham County, North Carolina
35.8840053,-77.6536125,null,5,0,Edgecombe County, North Carolina
36.1200003,-80.1875065,null,94,2,Forsyth County, North Carolina
36.0741417,-78.2426748,null,15,0,Franklin County, North Carolina
35.2895651,-81.2078164,null,46,2,Gaston County, North Carolina
36.4202077,-76.6874701,null,1,0,Gates County, North Carolina
36.2799451,-78.6114999,null,70,0,Granville County, North Carolina
35.5013936,-77.6994197,null,8,0,Greene County, North Carolina
36.0899873,-79.8296743,null,104,4,Guilford County, North Carolina
36.2646764,-77.6077865,null,10,0,Halifax County, North Carolina
35.3578648,-78.8835548,null,31,2,Harnett County, North Carolina
35.624394,-82.9931607,null,3,0,Haywood County, North Carolina
35.3725873,-82.4319405,null,51,1,Henderson County, North Carolina
36.3761772,-77.0564464,null,4,1,Hertford County, North Carolina
35.0432488,-79.2451149,null,11,0,Hoke County, North Carolina
35.8310501,-80.8986502,null,49,0,Iredell County, North Carolina
35.4403514,-78.3842227,null,37,3,Johnston County, North Carolina
35.4693744,-79.1548533,null,3,0,Lee County, North Carolina
35.2326725,-77.6077865,null,8,0,Lenoir County, North Carolina
35.4637028,-81.2078164,null,9,0,Lincoln County, North Carolina
35.1197519,-83.336188,null,1,0,Macon County, North Carolina
35.8733053,-77.1485163,null,3,0,Martin County, North Carolina
35.6984405,-82.0842901,null,10,0,McDowell County, North Carolina
35.2632655,-80.8543847,null,733,7,Mecklenburg County, North Carolina
36.0277763,-82.1496049,null,1,0,Mitchell County, North Carolina
35.3587922,-79.8744836,null,9,1,Montgomery County, North Carolina
35.3674493,-79.4703885,null,10,0,Moore County, North Carolina
35.9597948,-77.973865,null,21,0,Nash County, North Carolina
34.2154913,-77.8824596,null,45,0,New Hanover County, North Carolina
36.4159635,-77.4242972,null,46,0,Northampton County, North Carolina
34.6540094,-77.4701972,null,18,1,Onslow County, North Carolina
36.0263022,-79.1096901,null,67,0,Orange County, North Carolina
35.1337865,-76.6874701,null,3,0,Pamlico County, North Carolina
36.2927068,-76.317414,null,8,0,Pasquotank County, North Carolina
34.5170729,-77.8367282,null,2,0,Pender County, North Carolina
36.1329763,-76.4100267,null,2,0,Perquimans County, North Carolina
36.3528221,-78.9288242,null,6,0,Person County, North Carolina
35.5589221,-77.4242972,null,36,0,Pitt County, North Carolina
35.2686842,-82.1713632,null,8,0,Polk County, North Carolina
35.7449531,-79.8296743,null,33,1,Randolph County, North Carolina
34.6383858,-79.1096901,null,5,0,Robeson County, North Carolina
36.4335041,-79.8296743,null,6,1,Rockingham County, North Carolina
35.6303455,-80.543845,null,51,1,Rowan County, North Carolina
35.4258737,-81.909826,null,17,0,Rutherford County, North Carolina
34.9197548,-78.3842227,null,3,0,Sampson County, North Carolina
34.8451203,-79.4703885,null,2,0,Scotland County, North Carolina
35.3014554,-80.2321313,null,8,0,Stanly County, North Carolina
36.4244396,-80.2321313,null,8,0,Stokes County, North Carolina
36.3743453,-80.6770787,null,3,0,Surry County, North Carolina
35.2190534,-82.7778579,null,5,0,Transylvania County, North Carolina
34.9338651,-80.543845,null,75,0,Union County, North Carolina
36.3479057,-78.4297187,null,12,0,Vance County, North Carolina
35.8031909,-78.5660852,null,314,0,Wake County, North Carolina
36.4352131,-78.0195387,null,2,0,Warren County, North Carolina
35.8120333,-76.5950555,null,6,0,Washington County, North Carolina
36.1941825,-81.734942,null,7,0,Watauga County, North Carolina
35.3565499,-77.973865,null,23,0,Wayne County, North Carolina
36.202858,-81.2518833,null,4,1,Wilkes County, North Carolina
35.6925497,-77.8824596,null,29,2,Wilson County, North Carolina
36.2023597,-80.6770787,null,9,0,Yadkin County, North Carolina
46.926176,-98.1222338,null,2,0,Barnes County, North Dakota
48.7704377,-102.4633691,null,2,0,Burke County, North Dakota
47.0448552,-100.5049676,null,38,0,Burleigh County, North Dakota
47.071168,-97.1215579,null,65,1,Cass County, North Dakota
48.8056154,-103.582951,null,1,0,Divide County, North Dakota
47.2121625,-102.72602,null,1,0,Dunn County, North Dakota
47.6963964,-98.8871816,null,1,0,Eddy County, North Dakota
46.2061318,-100.2953039,null,1,0,Emmons County, North Dakota
47.4991972,-98.874618,null,1,0,Foster County, North Dakota
48.0037819,-97.3594525,null,11,0,Grand Forks County, North Dakota
46.3951108,-101.5535564,null,1,0,Grant County, North Dakota
48.3814671,-100.7008406,null,1,1,McHenry County, North Dakota
46.054323,-99.376592,null,1,0,McIntosh County, North Dakota
47.7714179,-103.4122495,null,3,0,McKenzie County, North Dakota
47.6185079,-101.131122,null,2,0,McLean County, North Dakota
46.6683872,-101.1621736,null,17,1,Morton County, North Dakota
48.2169859,-102.326433,null,19,0,Mountrail County, North Dakota
47.1217918,-101.342985,null,1,0,Oliver County, North Dakota
48.0379438,-100.0575335,null,2,0,Pierce County, North Dakota
48.3076017,-98.7287191,null,3,0,Ramsey County, North Dakota
46.0512004,-101.1175392,null,1,0,Sioux County, North Dakota
46.4129398,-103.5021012,null,2,0,Slope County, North Dakota
46.8250004,-102.6554727,null,25,0,Stark County, North Dakota
48.3777874,-97.7528872,null,3,0,Walsh County, North Dakota
48.2147451,-101.5805256,null,16,0,Ward County, North Dakota
48.432044,-103.2923954,null,5,0,Williams County, North Dakota
15.0979,145.6739,null,8,1,Unknown County, Northern Mariana Islands
38.8907822,-83.5070203,null,2,0,Adams County, Ohio
40.769946,-84.1435136,null,19,0,Allen County, Ohio
40.9435588,-82.3017728,null,3,0,Ashland County, Ohio
41.9396982,-80.7214417,null,15,0,Ashtabula County, Ohio
39.3030308,-82.12784,null,3,1,Athens County, Ohio
40.5781556,-84.3542049,null,8,0,Auglaize County, Ohio
40.0325848,-80.8986502,null,22,1,Belmont County, Ohio
38.9092089,-83.8473015,null,3,1,Brown County, Ohio
39.440463,-84.5222189,null,75,2,Butler County, Ohio
40.5328331,-81.0754657,null,9,0,Carroll County, Ohio
40.1025817,-83.804868,null,5,0,Champaign County, Ohio
39.8912092,-83.6773928,null,10,0,Clark County, Ohio
39.0928449,-84.1857115,null,27,1,Clermont County, Ohio
39.4067432,-83.8473015,null,8,0,Clinton County, Ohio
40.7902581,-80.7657804,null,53,5,Columbiana County, Ohio
40.2735823,-81.9534815,null,10,0,Coshocton County, Ohio
40.8268068,-82.9931607,null,9,0,Crawford County, Ohio
41.433923,-81.67582,null,871,15,Cuyahoga County, Ohio
40.1056572,-84.6897495,null,32,6,Darke County, Ohio
41.3491725,-84.4802606,null,8,0,Defiance County, Ohio
40.3033098,-83.0361376,null,77,1,Delaware County, Ohio
41.4349882,-82.4752757,null,10,1,Erie County, Ohio
39.830506,-82.6483442,null,54,0,Fairfield County, Ohio
39.5919809,-83.4643551,null,2,0,Fayette County, Ohio
40.0154745,-82.9931607,null,644,9,Franklin County, Ohio
41.5719341,-84.1435136,null,5,0,Fulton County, Ohio
38.8619254,-82.345189,null,4,1,Gallia County, Ohio
41.4641521,-81.2078164,null,40,0,Geauga County, Ohio
39.697399,-83.8897057,null,15,1,Greene County, Ohio
40.0731129,-81.4278984,null,1,0,Guernsey County, Ohio
39.2355447,-84.564147,null,394,9,Hamilton County, Ohio
41.0273131,-83.6773928,null,14,0,Hancock County, Ohio
40.704961,-83.6773928,null,2,0,Hardin County, Ohio
39.2228606,-83.5070203,null,6,0,Highland County, Ohio
40.5540928,-81.909826,null,2,0,Holmes County, Ohio
41.1266687,-82.6483442,null,9,1,Huron County, Ohio
40.3871722,-80.7657804,null,15,0,Jefferson County, Ohio
40.459564,-82.3017728,null,7,1,Knox County, Ohio
41.981532,-81.2518833,null,87,3,Lake County, Ohio
38.6232686,-82.5185837,null,10,0,Lawrence County, Ohio
40.1460895,-82.4752757,null,57,2,Licking County, Ohio
40.3899679,-83.8473015,null,5,0,Logan County, Ohio
41.4116881,-82.12784,null,117,3,Lorain County, Ohio
41.6894388,-83.3789389,null,321,12,Lucas County, Ohio
39.9154985,-83.3789389,null,17,2,Madison County, Ohio
40.9871753,-80.7214417,null,272,17,Mahoning County, Ohio
40.5518645,-83.1220074,null,25,0,Marion County, Ohio
41.080133,-81.9534815,null,83,3,Medina County, Ohio
40.5940548,-84.6897495,null,8,1,Mercer County, Ohio
40.081473,-84.1857115,null,90,10,Miami County, Ohio
39.7199038,-81.0754657,null,2,0,Monroe County, Ohio
39.7620028,-84.3542049,null,109,2,Montgomery County, Ohio
39.6521907,-81.8224362,null,1,0,Morgan County, Ohio
40.5303751,-82.8007993,null,5,0,Morrow County, Ohio
39.9478393,-81.9534815,null,5,0,Muskingum County, Ohio
41.6268435,-82.9931607,null,5,0,Ottawa County, Ohio
41.0783882,-84.6897495,null,1,0,Paulding County, Ohio
39.7641353,-82.2583297,null,4,0,Perry County, Ohio
39.687828,-82.9931607,null,27,0,Pickaway County, Ohio
39.0713471,-83.0361376,null,1,0,Pike County, Ohio
41.1887572,-81.2518833,null,94,5,Portage County, Ohio
39.7778251,-84.6897495,null,5,0,Preble County, Ohio
41.0540759,-84.1857115,null,1,0,Putnam County, Ohio
40.7566723,-82.5185837,null,19,0,Richland County, Ohio
39.3584253,-82.9931607,null,6,0,Ross County, Ohio
41.3559092,-83.1220074,null,5,0,Sandusky County, Ohio
38.861065,-82.9931607,null,1,0,Scioto County, Ohio
41.1585179,-83.1649001,null,6,1,Seneca County, Ohio
40.3689335,-84.2278796,null,17,0,Shelby County, Ohio
40.8684676,-81.2518833,null,109,7,Stark County, Ohio
41.0918991,-81.5596427,null,189,10,Summit County, Ohio
41.3064984,-80.7214417,null,102,8,Trumbull County, Ohio
40.3978972,-81.4278984,null,23,0,Tuscarawas County, Ohio
40.3616382,-83.336188,null,8,0,Union County, Ohio
40.871234,-84.564147,null,2,0,Van Wert County, Ohio
39.4241422,-84.1857115,null,37,0,Warren County, Ohio
39.4626397,-81.4718387,null,15,0,Washington County, Ohio
40.7588598,-81.9534815,null,26,0,Wayne County, Ohio
41.5507602,-84.5222189,null,1,0,Williams County, Ohio
41.3478458,-83.6773928,null,34,0,Wood County, Ohio
40.8471492,-83.336188,null,5,0,Wyandot County, Ohio
35.9127307,-94.645035,null,20,0,Adair County, Oklahoma
34.4509901,-95.9832577,null,1,0,Atoka County, Oklahoma
35.2687266,-99.634135,null,1,0,Beckham County, Oklahoma
33.902127,-96.3226072,null,3,0,Bryan County, Oklahoma
35.10556,-98.3088441,null,5,0,Caddo County, Oklahoma
35.5593784,-98.0465185,null,35,1,Canadian County, Oklahoma
34.1996254,-97.3516558,null,1,0,Carter County, Oklahoma
35.8994729,-94.976654,null,14,0,Cherokee County, Oklahoma
33.9851472,-95.5197394,null,2,0,Choctaw County, Oklahoma
35.254964,-97.3516558,null,180,11,Cleveland County, Oklahoma
34.6612778,-98.3964938,null,41,0,Comanche County, Oklahoma
34.309094,-98.3964938,null,4,0,Cotton County, Oklahoma
36.7571907,-95.1432068,null,5,0,Craig County, Oklahoma
35.8362494,-96.3226072,null,45,1,Creek County, Oklahoma
35.6710818,-98.9245343,null,5,0,Custer County, Oklahoma
36.4263135,-94.8105955,null,13,0,Delaware County, Oklahoma
36.4361392,-97.87216,null,5,0,Garfield County, Oklahoma
34.7289063,-97.3516558,null,10,0,Garvin County, Oklahoma
35.0472662,-97.87216,null,8,0,Grady County, Oklahoma
36.79093,-97.6982272,null,1,0,Grant County, Oklahoma
34.9338651,-99.456155,null,26,3,Greer County, Oklahoma
34.5834576,-99.456155,null,4,0,Jackson County, Oklahoma
34.1672949,-97.87216,null,1,0,Jefferson County, Oklahoma
36.8234478,-97.179026,null,30,1,Kay County, Oklahoma
35.9181468,-97.87216,null,3,0,Kingfisher County, Oklahoma
34.9742541,-98.9245343,null,1,0,Kiowa County, Oklahoma
34.835035,-95.3102505,null,4,1,Latimer County, Oklahoma
34.8622042,-94.645035,null,1,0,Le Flore County, Oklahoma
35.6342646,-96.8350999,null,9,0,Lincoln County, Oklahoma
35.9404623,-97.5247243,null,6,0,Logan County, Oklahoma
33.985839,-97.2221421,null,2,0,Love County, Oklahoma
36.3479671,-98.5281613,null,1,0,Major County, Oklahoma
36.2322429,-95.3102505,null,10,1,Mayes County, Oklahoma
35.0282316,-97.4814163,null,12,0,McClain County, Oklahoma
34.1481711,-94.8105955,null,1,0,McCurtain County, Oklahoma
35.3466151,-95.6457951,null,1,0,McIntosh County, Oklahoma
35.7111198,-95.3102505,null,20,2,Muskogee County, Oklahoma
36.4799034,-97.179026,null,6,0,Noble County, Oklahoma
36.7344388,-95.6457951,null,9,0,Nowata County, Oklahoma
35.6038323,-97.3516558,null,279,11,Oklahoma County, Oklahoma
